Customer_ID,Age,Gender,City,Annual_Income,Total_Spending,Average_Order_Value,Purchase_Frequency,Preferred_Category,Discount_Usage,Days_Since_Last_Purchase,Customer_Lifetime_Months,Spending_To_Income_Ratio,Monthly_Spend_Velocity,Discount_Sensitivity,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Sum,RFM_Segment,Predicted_CLV_3Yr,CLV_Tier,Cluster,Customer_Persona
LUM-1411,23,Male,Tokyo,63200.0,2718.21,143.06,19,Haircare,0.19,3,38,0.043,71.53,Low,5,3,2,532,10,Potential Loyalists,1372.52,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1412,19,Female,New York,81300.0,2843.94,177.75,16,Haircare,0.03,51,52,0.035,54.69,Low,2,2,2,222,6,At Risk,1049.39,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1413,50,Female,Dubai,22000.0,1054.47,175.74,6,Haircare,0.45,33,45,0.0479,23.43,High,2,1,1,211,4,Lost Customers,449.57,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1414,39,Male,New York,91500.0,3466.47,192.58,18,Bath & Body,0.36,31,11,0.0379,315.13,High,3,2,3,323,8,Potential Loyalists,6046.71,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1415,27,Female,Milan,48100.0,2384.24,91.7,26,Fragrance,0.13,12,43,0.0496,55.45,Low,4,4,1,441,9,Lost Customers,1063.97,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1416,53,Female,Paris,133700.0,5008.09,185.48,27,Haircare,0.75,40,10,0.0375,500.81,High,2,4,5,245,11,Loyal Customers,9609.54,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1417,37,Female,Paris,75500.0,2979.76,248.31,12,Skincare,0.46,55,5,0.0395,595.95,High,1,1,2,112,4,Lost Customers,11435.09,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1418,48,Female,Paris,118000.0,4516.62,173.72,26,Haircare,0.11,4,55,0.0383,82.12,Low,5,4,4,544,13,Champions,1575.72,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1419,36,Female,New York,123900.0,4611.91,200.52,23,Fragrance,0.59,26,20,0.0372,230.6,High,3,3,5,335,11,Loyal Customers,4424.75,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1420,58,Female,Dubai,122900.0,4882.21,174.36,28,Haircare,0.27,3,48,0.0397,101.71,Moderate,5,4,5,545,14,Champions,1951.61,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1421,55,Female,Paris,65200.0,2895.29,222.71,13,Bath & Body,0.14,72,37,0.0444,78.25,Low,1,1,2,112,4,Lost Customers,1501.46,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1422,33,Female,Dubai,64700.0,3012.01,231.69,13,Makeup,0.2,24,19,0.0466,158.53,Moderate,3,1,2,312,6,Potential Loyalists,3041.87,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1423,46,Male,New York,77100.0,3394.33,113.14,30,Makeup,0.09,57,38,0.044,89.32,Low,1,4,3,143,8,Loyal Customers,1713.87,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1424,43,Female,Milan,107300.0,4421.33,152.46,29,Fragrance,0.12,16,55,0.0412,80.39,Low,4,4,4,444,12,Champions,1542.52,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1425,51,Female,Dubai,67100.0,2749.81,144.73,19,Makeup,0.13,4,30,0.041,91.66,Low,5,3,2,532,10,Potential Loyalists,1758.77,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1426,25,Female,Milan,80800.0,3210.07,145.91,22,Makeup,0.23,1,52,0.0397,61.73,Moderate,5,3,3,533,11,Loyal Customers,1184.48,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1427,43,Male,New York,94600.0,3549.64,101.42,35,Skincare,0.49,11,17,0.0375,208.8,High,4,5,3,453,12,Loyal Customers,4006.45,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1428,47,Female,New York,53300.0,2098.73,209.87,10,Fragrance,0.35,9,21,0.0394,99.94,High,4,1,1,411,6,Lost Customers,1917.65,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1429,18,Female,Tokyo,51100.0,2346.78,86.92,27,Fragrance,0.41,28,24,0.0459,97.78,High,3,4,1,341,8,Lost Customers,1876.2,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1430,22,Male,New York,79500.0,3066.68,170.37,18,Makeup,0.31,1,8,0.0386,383.34,Moderate,5,2,2,522,9,Potential Loyalists,7355.53,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1431,18,Male,New York,84100.0,3884.0,194.2,20,Makeup,0.15,25,49,0.0462,79.27,Low,3,3,4,334,10,Loyal Customers,1521.03,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1432,33,Female,London,100200.0,3995.75,114.16,35,Makeup,0.44,17,9,0.0399,443.97,High,4,5,4,454,13,Champions,8518.9,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1433,43,Male,Paris,108500.0,4747.92,237.4,20,Bath & Body,0.26,30,46,0.0438,103.22,Moderate,3,3,5,335,11,Loyal Customers,1980.59,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1434,52,Female,Tokyo,46500.0,2299.03,229.9,10,Haircare,0.48,42,50,0.0494,45.98,High,2,1,1,211,4,Lost Customers,882.26,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1435,36,Female,Los Angeles,56600.0,2247.83,160.56,14,Bath & Body,0.39,35,11,0.0397,204.35,High,2,2,1,221,5,At Risk,3921.07,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1436,53,Female,Tokyo,51000.0,2266.39,151.09,15,Fragrance,0.3,146,22,0.0444,103.02,Moderate,1,2,1,121,4,At Risk,1976.75,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1437,20,Female,Tokyo,134400.0,4701.96,120.56,39,Skincare,0.47,5,39,0.035,120.56,High,5,5,5,555,15,Champions,2313.31,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1438,18,Male,Los Angeles,80800.0,3385.13,199.13,17,Haircare,0.57,19,13,0.0419,260.39,High,3,2,3,323,8,Potential Loyalists,4996.36,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1439,35,Female,London,85600.0,3290.27,102.82,32,Skincare,0.12,19,4,0.0384,822.57,Low,3,4,3,343,10,Loyal Customers,15783.47,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1440,40,Female,Milan,87000.0,3210.96,200.68,16,Fragrance,0.12,18,24,0.0369,133.79,Low,4,2,3,423,9,Potential Loyalists,2567.16,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1441,35,Male,New York,60000.0,3056.64,218.33,14,Fragrance,0.16,38,50,0.0509,61.13,Low,2,2,2,222,6,At Risk,1172.96,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1442,18,Male,Paris,139700.0,5698.68,118.72,48,Skincare,0.18,23,38,0.0408,149.97,Low,3,5,5,355,13,Loyal Customers,2877.62,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1443,35,Female,Dubai,99400.0,4279.91,225.26,19,Skincare,0.43,25,7,0.0431,611.42,High,3,3,4,334,10,Loyal Customers,11731.93,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1444,21,Female,Los Angeles,86400.0,3758.63,85.42,44,Skincare,0.62,19,9,0.0435,417.63,High,3,5,3,353,11,Loyal Customers,8013.48,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1445,43,Female,Milan,46300.0,1750.03,250.0,7,Fragrance,0.07,167,8,0.0378,218.75,Low,1,1,1,111,3,Lost Customers,4197.38,Silver Tier 🥈,2,Budget Conscious 💄
LUM-1446,40,Male,Los Angeles,44300.0,1930.36,101.6,19,Makeup,0.29,91,58,0.0436,33.28,Moderate,1,3,1,131,5,At Risk,638.58,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1447,25,Female,New York,74200.0,2995.15,187.2,16,Skincare,0.34,12,24,0.0404,124.8,Moderate,4,2,2,422,8,Potential Loyalists,2394.66,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1448,30,Non-Binary,London,60500.0,2104.58,123.8,17,Haircare,0.36,4,12,0.0348,175.38,High,5,2,1,521,8,Lost Customers,3365.19,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1449,24,Female,Los Angeles,47600.0,1998.9,222.1,9,Fragrance,0.42,64,48,0.042,41.64,High,1,1,1,111,3,Lost Customers,798.99,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1450,35,Female,New York,72000.0,2856.17,168.01,17,Bath & Body,0.41,180,42,0.0397,68.0,High,1,2,2,122,5,At Risk,1304.78,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1451,46,Female,New York,77400.0,3246.8,101.46,32,Bath & Body,0.11,12,48,0.0419,67.64,Low,4,4,3,443,11,Loyal Customers,1297.88,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1452,25,Female,London,90000.0,4409.72,176.39,25,Haircare,0.2,15,48,0.049,91.87,Moderate,4,4,4,444,12,Champions,1762.8,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1453,41,Female,Tokyo,67400.0,2852.73,150.14,19,Makeup,0.28,99,22,0.0423,129.67,Moderate,1,3,2,132,6,At Risk,2488.11,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1454,30,Male,Tokyo,49700.0,2277.45,189.79,12,Skincare,0.65,43,30,0.0458,75.91,High,2,1,1,211,4,Lost Customers,1456.56,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1455,27,Female,Paris,50900.0,2206.44,220.64,10,Fragrance,0.17,12,25,0.0433,88.26,Low,4,1,1,411,6,Lost Customers,1693.53,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1456,34,Female,Paris,127500.0,5183.81,148.11,35,Skincare,0.34,30,37,0.0407,140.1,Moderate,3,5,5,355,13,Loyal Customers,2688.24,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1457,24,Male,Tokyo,41200.0,1619.82,124.6,13,Fragrance,0.3,101,3,0.0393,539.94,Moderate,1,1,1,111,3,Lost Customers,10360.37,Platinum Tier 💎,2,Budget Conscious 💄
LUM-1458,29,Female,Milan,97700.0,4488.31,93.51,48,Bath & Body,0.35,58,31,0.0459,144.78,High,1,5,4,154,10,Loyal Customers,2778.04,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1459,22,Male,Dubai,103200.0,4074.75,177.16,23,Skincare,0.23,47,11,0.0395,370.43,Moderate,2,3,4,234,9,Loyal Customers,7107.81,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1460,57,Female,New York,80800.0,3209.44,145.88,22,Haircare,0.32,46,11,0.0397,291.77,Moderate,2,3,3,233,8,Loyal Customers,5598.48,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1461,36,Female,Dubai,146900.0,5932.51,144.7,41,Makeup,0.06,6,24,0.0404,247.19,Low,5,5,5,555,15,Champions,4743.08,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1462,28,Female,New York,102600.0,3823.72,112.46,34,Haircare,0.17,60,4,0.0373,955.93,Low,1,5,4,154,10,Loyal Customers,18342.38,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1463,38,Female,Tokyo,149500.0,5948.28,152.52,39,Makeup,0.06,11,18,0.0398,330.46,Low,4,5,5,455,14,Champions,6340.87,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1464,34,Male,Paris,62200.0,3098.55,238.35,13,Skincare,0.5,93,42,0.0498,73.78,High,1,1,2,112,4,Lost Customers,1415.69,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1465,33,Female,Milan,62800.0,2625.6,131.28,20,Skincare,0.06,15,8,0.0418,328.2,Low,4,3,2,432,9,Potential Loyalists,6297.5,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1466,42,Female,Paris,103500.0,4738.35,182.24,26,Makeup,0.33,68,57,0.0458,83.13,Moderate,1,4,5,145,10,Loyal Customers,1595.1,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1467,44,Female,Dubai,75800.0,3346.29,209.14,16,Bath & Body,0.24,10,15,0.0441,223.09,Moderate,4,2,3,423,9,Potential Loyalists,4280.65,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1468,30,Female,Paris,144000.0,5737.01,204.89,28,Fragrance,0.17,25,35,0.0398,163.91,Low,3,4,5,345,12,Loyal Customers,3145.11,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1469,29,Male,Tokyo,97000.0,4304.76,134.52,32,Haircare,0.28,3,21,0.0444,204.99,Moderate,5,4,4,544,13,Champions,3933.35,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1470,32,Female,Milan,48400.0,2683.22,178.88,15,Haircare,0.08,37,17,0.0554,157.84,Low,2,2,2,222,6,At Risk,3028.63,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1471,18,Female,Dubai,24200.0,1425.55,237.59,6,Haircare,0.42,63,35,0.0589,40.73,High,1,1,1,111,3,Lost Customers,781.53,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1472,19,Non-Binary,Milan,82300.0,3619.57,82.26,44,Skincare,0.01,44,12,0.044,301.63,Low,2,5,3,253,10,Loyal Customers,5787.68,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1473,51,Female,New York,81900.0,3785.4,151.42,25,Haircare,0.53,25,3,0.0462,1261.8,High,3,4,3,343,10,Loyal Customers,24211.42,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1474,54,Male,Paris,96000.0,3511.46,117.05,30,Fragrance,0.15,1,14,0.0366,250.82,Low,5,4,3,543,12,Loyal Customers,4812.73,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1475,33,Female,Milan,127400.0,4440.15,148.0,30,Fragrance,0.35,94,45,0.0349,98.67,High,1,4,4,144,9,Loyal Customers,1893.28,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1476,42,Female,London,122800.0,4780.73,149.4,32,Makeup,0.39,42,31,0.0389,154.22,High,2,4,5,245,11,Loyal Customers,2959.17,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1477,39,Female,Paris,64700.0,2238.45,203.5,11,Skincare,0.22,47,19,0.0346,117.81,Moderate,2,1,1,211,4,Lost Customers,2260.54,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1478,69,Male,New York,39700.0,1795.3,94.49,19,Fragrance,0.27,55,6,0.0452,299.22,Moderate,1,3,1,131,5,At Risk,5741.43,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1479,48,Non-Binary,Milan,41800.0,2057.31,171.44,12,Bath & Body,0.15,48,31,0.0492,66.36,Low,2,1,1,211,4,Lost Customers,1273.32,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1480,34,Female,Dubai,59200.0,2489.31,177.81,14,Skincare,0.34,20,57,0.042,43.67,Moderate,3,2,2,322,7,Potential Loyalists,837.94,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1481,25,Female,New York,72200.0,2984.52,165.81,18,Skincare,0.47,46,9,0.0413,331.61,High,2,2,2,222,6,At Risk,6362.93,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1482,18,Female,London,95700.0,3549.0,208.76,17,Fragrance,0.15,34,46,0.0371,77.15,Low,2,2,3,223,7,At Risk,1480.35,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1483,38,Female,Milan,57000.0,2731.44,143.76,19,Bath & Body,0.23,67,15,0.0479,182.1,Moderate,1,3,2,132,6,At Risk,3494.13,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1484,27,Female,Los Angeles,94800.0,3498.96,233.26,15,Makeup,0.57,56,7,0.0369,499.85,High,1,2,3,123,6,At Risk,9591.12,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1485,20,Non-Binary,Los Angeles,97700.0,3288.63,164.43,20,Fragrance,0.52,1,8,0.0337,411.08,High,5,3,3,533,11,Loyal Customers,7887.8,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1486,28,Female,Tokyo,90000.0,3587.8,179.39,20,Bath & Body,0.6,16,36,0.0399,99.66,High,4,3,3,433,10,Loyal Customers,1912.28,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1487,24,Female,Paris,45500.0,2367.01,215.18,11,Skincare,0.49,1,55,0.052,43.04,High,5,1,1,511,7,Lost Customers,825.85,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1488,54,Female,Dubai,101400.0,4072.95,127.28,32,Bath & Body,0.49,3,9,0.0402,452.55,High,5,4,4,544,13,Champions,8683.53,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1489,45,Female,Tokyo,157800.0,5673.56,118.2,48,Skincare,0.3,32,48,0.036,118.2,Moderate,2,5,5,255,12,Loyal Customers,2268.02,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1490,35,Female,Milan,93600.0,3806.59,200.35,19,Fragrance,0.09,72,59,0.0407,64.52,Low,1,3,4,134,8,Loyal Customers,1238.01,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1491,52,Female,Los Angeles,22000.0,1401.49,155.72,9,Fragrance,0.4,4,56,0.0637,25.03,High,5,1,1,511,7,Lost Customers,480.28,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1492,36,Male,Los Angeles,128400.0,5021.1,228.23,22,Haircare,0.14,20,30,0.0391,167.37,Low,3,3,5,335,11,Loyal Customers,3211.5,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1493,26,Female,Los Angeles,60400.0,2534.62,253.46,10,Haircare,0.07,84,48,0.042,52.8,Low,1,1,2,112,4,Lost Customers,1013.13,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1494,52,Female,Milan,164300.0,6396.31,148.75,43,Haircare,0.07,58,12,0.0389,533.03,Low,1,5,5,155,11,Loyal Customers,10227.78,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1495,41,Female,Los Angeles,89100.0,3096.97,147.47,21,Fragrance,0.09,25,6,0.0348,516.16,Low,3,3,2,332,8,Potential Loyalists,9904.08,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1496,24,Male,New York,26000.0,1141.81,142.73,8,Makeup,0.28,51,5,0.0439,228.36,Moderate,2,1,1,211,4,Lost Customers,4381.77,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1497,33,Male,Milan,22000.0,878.44,146.41,6,Fragrance,0.32,25,27,0.0399,32.53,Moderate,3,1,1,311,5,Need Attention,624.19,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1498,26,Female,Dubai,138900.0,5766.02,213.56,27,Bath & Body,0.41,6,25,0.0415,230.64,High,5,4,5,545,14,Champions,4425.52,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1499,20,Female,Tokyo,123700.0,5043.11,210.13,24,Fragrance,0.08,4,29,0.0408,173.9,Low,5,4,5,545,14,Champions,3336.79,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1500,46,Female,Dubai,162900.0,6257.04,160.44,39,Fragrance,0.11,7,16,0.0384,391.06,Low,5,5,5,555,15,Champions,7503.66,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1501,57,Female,London,85400.0,3053.81,87.25,35,Skincare,0.17,15,40,0.0358,76.35,Low,4,5,2,452,11,Potential Loyalists,1465.0,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1502,20,Female,Los Angeles,83000.0,3628.24,134.38,27,Skincare,0.17,93,34,0.0437,106.71,Low,1,4,3,143,8,Loyal Customers,2047.55,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1503,42,Female,London,71600.0,3421.96,131.61,26,Skincare,0.61,56,25,0.0478,136.88,High,1,4,3,143,8,Loyal Customers,2626.45,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1504,28,Female,Paris,62000.0,2841.45,218.57,13,Fragrance,0.34,19,49,0.0458,57.99,Moderate,3,1,2,312,6,Potential Loyalists,1112.71,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1505,30,Male,Paris,71300.0,2984.95,96.29,31,Makeup,0.26,23,42,0.0419,71.07,Moderate,3,4,2,342,9,Potential Loyalists,1363.69,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1506,29,Male,London,92600.0,3930.52,218.36,18,Bath & Body,0.54,10,39,0.0424,100.78,High,4,2,4,424,10,Potential Loyalists,1933.77,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1507,26,Female,Milan,55500.0,2524.37,194.18,13,Bath & Body,0.16,42,5,0.0455,504.87,Low,2,1,2,212,5,Lost Customers,9687.45,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1508,36,Female,Dubai,26600.0,1708.82,213.6,8,Makeup,0.58,56,37,0.0642,46.18,High,1,1,1,111,3,Lost Customers,886.1,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1509,26,Female,London,90600.0,3942.11,151.62,26,Makeup,0.08,9,15,0.0435,262.81,Low,4,4,4,444,12,Champions,5042.8,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1510,38,Female,Paris,54700.0,2348.18,195.68,12,Bath & Body,0.16,1,36,0.0429,65.23,Low,5,1,1,511,7,Lost Customers,1251.63,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1511,35,Female,London,22000.0,1071.81,178.64,6,Haircare,0.23,34,26,0.0487,41.22,Moderate,2,1,1,211,4,Lost Customers,790.93,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1512,33,Female,Milan,104300.0,4030.55,212.13,19,Skincare,0.52,28,3,0.0386,1343.52,High,3,3,4,334,10,Loyal Customers,25779.46,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1513,26,Female,London,46200.0,2277.76,151.85,15,Skincare,0.29,18,14,0.0493,162.7,Moderate,4,2,1,421,7,Lost Customers,3121.89,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1514,29,Male,Dubai,108200.0,4185.17,160.97,26,Bath & Body,0.14,36,10,0.0387,418.52,Low,2,4,4,244,10,Loyal Customers,8030.56,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1515,44,Female,Tokyo,107300.0,4030.34,191.92,21,Makeup,0.3,27,21,0.0376,191.92,Moderate,3,3,4,334,10,Loyal Customers,3682.56,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1516,41,Female,Milan,94900.0,3821.21,97.98,39,Haircare,0.23,10,11,0.0403,347.38,Moderate,4,5,4,454,13,Champions,6665.53,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1517,25,Male,Paris,172400.0,6795.741250000001,152.58,45,Bath & Body,0.07,17,30,0.0394,226.52,Low,4,5,5,455,14,Champions,4346.47,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1518,37,Female,Dubai,80200.0,3347.53,239.11,14,Skincare,0.65,19,16,0.0417,209.22,High,3,2,3,323,8,Potential Loyalists,4014.51,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1519,44,Female,London,75000.0,3042.13,86.92,35,Fragrance,0.09,74,29,0.0406,104.9,Low,1,5,2,152,8,At Risk,2012.82,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1520,18,Female,London,108900.0,4407.63,133.56,33,Makeup,0.42,113,20,0.0405,220.38,High,1,5,4,154,10,Loyal Customers,4228.65,Silver Tier 🥈,2,Budget Conscious 💄
LUM-1521,41,Female,Tokyo,83100.0,3433.71,132.07,26,Fragrance,0.48,78,44,0.0413,78.04,High,1,4,3,143,8,Loyal Customers,1497.43,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1522,28,Male,Paris,125600.0,4315.91,187.65,23,Bath & Body,0.39,44,43,0.0344,100.37,High,2,3,4,234,9,Loyal Customers,1925.9,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1523,42,Female,Paris,40600.0,2130.03,96.82,22,Skincare,0.46,30,8,0.0525,266.25,High,3,3,1,331,7,Lost Customers,5108.8,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1524,27,Female,New York,41200.0,2064.24,187.66,11,Haircare,0.27,40,35,0.0501,58.98,Moderate,2,1,1,211,4,Lost Customers,1131.71,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1525,18,Male,Paris,111800.0,4417.85,96.04,46,Fragrance,0.16,97,39,0.0395,113.28,Low,1,5,4,154,10,Loyal Customers,2173.62,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1526,18,Male,Tokyo,44200.0,2365.71,94.63,25,Haircare,0.2,10,44,0.0535,53.77,Moderate,4,4,1,441,9,Lost Customers,1031.74,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1527,36,Male,Los Angeles,106300.0,4584.4,208.38,22,Skincare,0.14,26,27,0.0431,169.79,Low,3,3,5,335,11,Loyal Customers,3257.93,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1528,38,Female,New York,98000.0,4169.63,134.5,31,Fragrance,0.1,40,15,0.0425,277.98,Low,2,4,4,244,10,Loyal Customers,5333.88,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1529,26,Female,New York,60700.0,2369.41,236.94,10,Haircare,0.13,39,56,0.039,42.31,Low,2,1,1,211,4,Lost Customers,811.84,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1530,43,Non-Binary,London,97900.0,3681.79,85.62,43,Haircare,0.36,10,25,0.0376,147.27,High,4,5,3,453,12,Loyal Customers,2825.82,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1531,18,Male,London,41800.0,2298.2,153.21,15,Fragrance,0.38,30,38,0.055,60.48,High,3,2,1,321,6,Need Attention,1160.49,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1532,35,Female,Paris,50000.0,1686.83,99.23,17,Skincare,0.14,55,35,0.0337,48.2,Low,1,2,1,121,4,At Risk,924.86,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1533,22,Female,New York,76700.0,3139.85,142.72,22,Haircare,0.26,22,23,0.0409,136.52,Moderate,3,3,2,332,8,Potential Loyalists,2619.55,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1534,28,Female,London,87800.0,3704.95,247.0,15,Bath & Body,0.62,55,36,0.0422,102.92,High,1,2,3,123,6,At Risk,1974.83,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1535,36,Male,Tokyo,74400.0,2578.88,234.44,11,Fragrance,0.37,15,58,0.0347,44.46,High,4,1,2,412,7,Potential Loyalists,853.1,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1536,26,Female,London,100200.0,4077.3,88.64,46,Makeup,0.25,97,38,0.0407,107.3,Moderate,1,5,4,154,10,Loyal Customers,2058.87,Bronze Tier 🥉,1,Frequent Buyers 🛍️
